BREED,GENDER_01,AGEATSURGERYmo,BODYWEIGHTKG,Taglia,BCS,YEAR,n_luxation,GENERATION,STEMSIZE,CUPSIZE,NECKSIZE,HEADSIZE,ALO,CUPRETROVERSION,STEMANTEVERSIONREAL,RECTUSFEMORISM.RELEASE,first_lux_days_after_thr,DIRECTION,LUX_CR,LUX_01
5,1,40.44039068416941,41.76840399249881,1,5.371932667916865,2009,1.6280673320831351,4,1,3,4,0,43.603528675418055,15,22.69685660637601,0,12.975461343334919,0.0,0,1
12,1,10.6,26.2,1,4.0,2019,-1.0,6,0,3,4,0,45.0,20,20.8,2,-1.0,-1.0,0,0
1,1,107.733333333333,23.5,1,4.0,2018,-1.0,6,3,2,4,0,46.0,15,22.5,0,-1.0,-1.0,0,0
10,0,9.13736896698206,34.564389594930105,1,6.0,2009,2.0,3,0,3,4,0,47.59469058077957,26,29.43182278183871,0,9.518938116155914,0.0,0,1
10,0,9.2,27.0,1,5.0,2012,-1.0,4,0,3,4,0,40.0,18,39.5,0,-1.0,-1.0,0,0
3,0,12.6,47.0,1,5.0,2009,-1.0,4,1,6,5,1,46.0,20,31.3,0,-1.0,-1.0,1,0
11,1,11.6666666666667,22.4,1,5.0,2017,-1.0,5,3,2,4,0,40.0,16,22.5,0,-1.0,-1.0,1,0
3,0,10.5333333333333,43.0,1,5.0,2006,-1.0,3,1,6,4,1,52.0,20,22.5,0,-1.0,-1.0,0,0
11,1,15.4666666666667,22.0,1,5.0,2015,-1.0,5,0,2,4,0,43.0,15,22.5,0,-1.0,-1.0,0,0
10,0,88.8333333333333,46.7,1,8.0,2017,-1.0,5,1,4,4,1,45.0,15,14.6,0,-1.0,-1.0,0,0
3,0,26.8,47.0,1,6.0,2018,-1.0,6,1,6,5,1,45.0,10,22.5,2,-1.0,-1.0,0,0
5,0,73.1333333333333,40.0,1,6.0,2007,-1.0,3,1,3,4,0,47.0,32,17.7,0,-1.0,-1.0,0,0
9,1,14.782754679968471,34.72765232830554,1,5.0,2015,1.0,5,0,3,4,0,46.93616664071399,15,21.461695187672905,0,292.6170238280614,0.7234047656122863,0,1
5,1,7.36666666666667,22.1,1,4.0,2017,-1.0,5,3,2,4,0,40.0,20,17.7,0,-1.0,-1.0,1,0
12,0,54.2666666666667,34.0,1,5.0,2008,-1.0,3,1,6,4,1,50.0,34,22.5,0,-1.0,-1.0,1,0
4,0,9.86666666666667,22.5,1,5.0,2013,-1.0,4,3,2,3,0,50.0,10,35.3,2,-1.0,-1.0,0,0
3,0,5.5,20.5,1,4.0,2021,-1.0,6,0,4,4,1,40.0,24,17.7,0,-1.0,-1.0,1,0
2,0,52.6333333333333,28.5,1,5.0,2009,-1.0,4,0,2,4,0,45.0,25,27.7,0,-1.0,-1.0,0,0
3,0,11.767271819764558,35.78666448039546,1,5.1465451739945705,2005,1.0,4,1,6,4,1,45.463063653947174,17,31.141512609460825,0,1942.3113855635413,0.0,0,1
1,0,17.29897621154942,31.537240735210315,1,5.019097537483292,2005,1.940875356338065,4,0,6,4,0,44.70437678169032,18,31.78482207802787,0,1375.7271552140746,0.0,0,1
12,0,10.2666666666667,39.0,1,5.0,2018,-1.0,6,1,6,5,1,45.0,16,22.5,0,-1.0,-1.0,1,0
3,0,48.4,39.0,1,5.0,2007,-1.0,3,0,3,4,0,42.0,9,14.6,0,-1.0,-1.0,0,0
10,0,7.4,26.0,1,5.0,2011,-1.0,4,0,2,4,0,40.0,18,29.5,0,-1.0,-1.0,0,0
3,0,8.3,34.8,1,4.0,2019,-1.0,6,1,7,5,3,44.0,21,14.6,0,-1.0,-1.0,1,0
12,0,75.93074673635824,52.028972569147896,1,5.074694417757854,2006,1.0746944177578541,3,0,3,4,0,47.47713907569502,20,32.2710274308521,0,20.224083253273562,0.0,0,1
12,0,89.80201680473729,39.965247723664724,1,5.942079539441202,2006,2.0,3,1,3,4,0,41.63712506614678,12,43.54703401273562,0,22.30495447329442,0.0,0,1
7,1,6.33,32.0,1,5.0,2004,1.0,3,0,3,5,0,50.0,10,35.3,0,71.0,0.0,0,1
5,0,118.43022230196891,26.30798656475961,1,4.558735427869433,2009,1.0,4,1,3,4,0,43.882529144261134,20,25.48577356353112,0,65.03161430326418,0.0,0,1
5,0,16.5666666666667,33.2,1,4.0,2015,-1.0,5,1,3,4,0,45.0,22,31.3,0,-1.0,-1.0,0,0
5,0,122.1,40.0,1,5.0,2006,-1.0,3,1,3,5,0,47.0,5,22.5,0,-1.0,-1.0,0,0
12,0,97.53009167119161,24.75251508269615,1,5.0,2006,2.0,3,1,3,4,0,42.75251508269615,15,25.98095236238089,0,15.993293112810264,0.0,0,1
5,0,126.90309779456372,38.70588630918312,1,5.83823578864789,2015,1.0,4,1,3,5,0,41.32352842270422,20,40.01765220193806,0,25.6029515616057,0.0,0,1
12,0,8.83,30.0,1,6.0,2019,1.0,6,3,3,4,0,43.0,16,20.8,0,43.0,1.0,0,1
3,0,12.109391056231422,34.31231873038491,1,5.0,2013,1.0,4,0,6,4,1,42.423007935094326,16,29.555434286732087,0,30.96920317403773,0.0,1,1
3,0,8.73333333333333,36.9,1,5.0,2021,-1.0,6,0,4,4,1,45.0,26,17.7,0,-1.0,-1.0,0,0
10,0,38.58760507924664,24.317097302586717,1,5.0,2015,2.0,5,1,3,4,0,40.9805515064966,25,24.632249755823096,0,190.97648809083321,0.49027575324830186,0,1
2,1,6.73333333333333,17.0,0,5.0,2015,-1.0,5,3,2,4,0,43.0,16,31.3,0,-1.0,-1.0,1,0
12,0,88.72713752476537,37.89283839557639,1,5.0,2006,1.3554533493741778,3,1,3,4,0,45.64454665062582,23,28.97963205774704,0,15.800919855632399,0.0,0,1
10,0,12.4,33.4,1,7.0,2012,-1.0,4,0,3,4,0,43.0,14,27.7,0,-1.0,-1.0,0,0
10,1,13.2,28.0,1,6.0,2012,-1.0,4,3,3,4,0,37.0,4,37.3,0,-1.0,-1.0,1,0
10,1,12.8333333333333,33.0,1,6.0,2020,-1.0,6,0,4,4,1,45.0,14,27.7,0,-1.0,-1.0,0,0
10,0,124.00908398535873,24.020795937065405,1,5.0,2005,1.0,4,1,2,4,0,36.804159187413084,12,31.42097543915146,0,2388.1162471060466,0.0,0,1
10,0,6.9,26.0,1,6.0,2016,-1.0,5,0,4,4,1,40.0,12,24.2,0,-1.0,-1.0,1,0
10,0,72.2333333333333,43.2,1,6.5,2016,-1.0,5,1,6,5,1,44.0,20,27.7,0,-1.0,-1.0,0,0
11,0,15.4333333333333,23.0,1,5.0,2009,-1.0,4,3,2,4,0,41.0,23,24.2,0,-1.0,-1.0,0,0
9,1,5.36666666666667,27.0,1,5.0,2006,-1.0,3,0,3,4,0,43.0,8,27.7,0,-1.0,-1.0,1,0
10,1,6.46666666666667,20.3,1,5.0,2015,-1.0,5,3,2,4,0,40.0,15,31.3,0,-1.0,-1.0,0,0
3,1,5.568384159747717,18.4,0,5.0,2016,1.0,5,2,2,4,0,40.0,15,22.5,0,84.0,0.0,0,1
2,1,9.658220132308545,23.972567761628156,1,5.0,2013,1.0,4,0,3,4,0,46.36586916943578,20,31.73904300332294,0,4.054864476743687,0.5792663538205268,0,1
5,0,20.8333333333333,34.0,1,5.0,2002,-1.0,3,1,3,5,0,39.0,17,31.3,0,-1.0,-1.0,0,0
7,0,11.512697110057847,58.53341703351043,1,4.290587559806355,2020,1.0,3,1,6,5,1,46.74352535883813,15,26.423057607651437,0,7.290587559806355,0.0,0,1
5,1,40.7333333333333,30.5,1,5.0,2015,-1.0,5,0,3,4,0,42.0,18,27.7,0,-1.0,-1.0,0,0
11,1,20.6333333333333,20.6,1,4.0,2020,-1.0,6,3,2,4,0,44.0,16,17.7,0,-1.0,-1.0,0,0
11,1,77.4,22.8,1,6.0,2020,-1.0,6,2,2,4,0,40.0,24,20.8,0,-1.0,-1.0,0,0
5,0,56.0,51.4,1,6.5,2020,-1.0,6,1,7,5,2,46.0,20,20.8,0,-1.0,-1.0,0,0
1,0,135.8351770528349,25.264550011808566,1,5.0,2005,1.0,4,1,2,4,0,37.293944457565075,18,27.98218667926247,0,2317.1016789875,0.0,0,1
9,0,9.353415002457432,47.4146249385642,1,5.0975625102393,2015,1.9024374897607004,5,1,6,4,1,47.4146249385642,25,24.541468785837548,0,36.5121874488035,0.0,1,1
5,1,87.2,38.4,1,6.0,2017,-1.0,5,0,4,4,1,40.0,15,17.7,2,-1.0,-1.0,0,0
10,0,30.09784706423118,43.40602461595621,1,5.210007106622038,2009,1.3498326495567718,4,0,6,4,0,41.74916324778386,15,38.03070287186156,0,1509.1558950480382,0.0,0,1
9,0,16.98797452440852,36.861734427626764,1,5.9308672138133804,2015,1.0691327861866196,5,0,6,5,1,35.0,15,27.94887803027183,0,19.654336069066904,0.0,1,1
12,1,25.02835801143472,30.938784140164362,1,5.2633157837532,2002,1.7366842162468,5,0,3,4,1,41.0532631350128,8,32.8798947025192,0,216.5798947025192,0.2633157837532001,0,1
10,0,7.050141814085427,32.055066785615296,1,5.007866683659327,2012,1.0078666836593277,6,0,4,5,1,40.06293346927462,14,31.27167993882642,0,53.01573336731865,0.9921333163406724,1,1
10,0,36.74572475889762,32.05609921371452,1,5.6680177574904755,2015,2.0,5,3,3,4,0,42.33400887874524,25,21.641304769193805,0,160.6558579400762,0.6659911212547621,0,1
2,0,22.2,24.2,1,5.0,2021,-1.0,6,2,2,4,0,40.0,23,17.7,1,-1.0,-1.0,0,0
1,0,16.0,24.0,1,5.0,2009,-1.0,4,0,3,4,0,43.0,30,37.3,0,-1.0,-1.0,0,0
9,0,14.0,44.0,1,5.0,2004,-1.0,3,1,3,5,0,52.0,0,17.7,0,-1.0,-1.0,0,0
12,0,107.84705656418626,33.236776884887036,1,5.0,2009,1.1671320114712214,4,0,3,4,0,44.50418810324099,20,31.3,0,8.501396034413665,0.0,0,1
9,1,26.2333333333333,48.0,1,5.0,2007,-1.0,3,1,3,4,0,45.0,0,25.9,0,-1.0,-1.0,0,0
12,0,83.7333333333333,39.3,1,5.0,2016,-1.0,5,0,3,5,0,45.0,16,27.7,0,-1.0,-1.0,0,0
9,0,9.369930620863746,47.00173447840636,1,5.166377586932272,2015,1.8336224130677277,5,1,6,4,1,47.00173447840636,25,24.782321554262953,0,36.16811206533864,0.0,1,1
1,0,32.023498315595276,20.025893604727052,1,5.0,2005,1.0,4,1,6,4,0,47.77723052309138,13,24.79843793609078,0,2219.5334927336335,0.0,0,1
10,0,13.8666666666667,31.0,1,4.0,2020,-1.0,6,0,4,4,1,40.0,20,22.5,0,-1.0,-1.0,1,0
9,0,38.9333333333333,39.7,1,6.0,2018,-1.0,6,0,7,5,3,46.0,17,24.2,0,-1.0,-1.0,1,0
10,1,72.9333333333333,29.0,1,5.0,2021,-1.0,6,0,4,4,1,42.0,20,27.7,0,-1.0,-1.0,0,0
10,1,13.358961330441433,23.78701231436594,1,5.0,2014,1.6018553836620084,4,0,3,4,0,47.78701231436594,14,31.3,0,26.0,0.0,1,1
11,1,46.0,21.2,1,5.0,2021,-1.0,6,2,1,4,0,45.0,18,24.2,0,-1.0,-1.0,0,0
9,1,116.766666666667,39.8,1,6.0,2016,-1.0,5,1,6,5,1,44.0,16,31.3,0,-1.0,-1.0,1,0
12,0,35.4666666666667,30.4,1,7.0,2019,-1.0,6,0,4,4,1,45.0,20,16.1,2,-1.0,-1.0,0,0
3,1,8.27656537432084,32.88848502674473,1,5.0,2021,2.0,6,0,4,4,1,40.0,16,18.304039438466035,0,28.37171657751756,0.9070708556206101,1,1
10,0,13.856273747371409,34.1117197610674,1,5.0,2021,1.0,4,0,6,4,1,43.676751493328766,16,28.65273892480329,0,31.470700597331504,0.0,1,1
5,0,48.80006456100426,38.19342355907546,1,5.961315288184908,2009,1.0386847118150926,5,1,7,4,1,48.0,20,25.342940149862663,0,18.464216541781113,0.0,0,1
10,0,9.632304617777443,31.724095058391907,1,4.070029705747471,2014,1.929970294252529,4,0,3,4,0,35.35014852873736,16,35.01988117701011,0,35.57982176551518,0.0,0,1
12,1,48.51812157720235,29.03058420395611,1,5.665292101978055,2002,1.3347078980219447,5,0,3,4,1,45.987628917802496,30,22.25202741309845,0,193.71065273670223,0.0,0,1
5,1,12.2333333333333,27.0,1,6.0,2012,-1.0,4,0,2,4,0,40.0,16,27.7,1,-1.0,-1.0,1,0
5,0,132.6,41.5,1,5.0,2021,-1.0,6,1,7,5,2,44.0,18,25.9,1,-1.0,-1.0,0,0
1,0,14.4666666666667,23.0,1,5.0,2006,-1.0,3,3,2,4,0,43.0,14,24.2,0,-1.0,-1.0,0,0
12,0,93.86412167768225,36.506536076485034,1,5.0,2006,2.0,3,1,3,4,0,50.36659294640284,23,31.3,0,10.766656135200407,0.0,0,1
3,0,16.482655193887737,30.332573185348203,1,5.995899573023106,2002,1.502050213488447,5,0,3,4,0,39.99179914604621,27,27.7,0,256.42004167395055,0.0,0,1
5,0,31.601954704579374,39.64234564549525,1,4.052683835977229,2021,1.0526838359772286,2,1,3,4,0,42.894632328045546,30,30.7468197222391,0,21.367793968273258,0.0,0,1
3,0,47.2,40.0,1,6.0,2006,-1.0,3,0,3,4,0,43.0,15,14.6,0,-1.0,-1.0,0,0
3,1,6.5578475752982754,19.495360454704443,0,5.0,2016,2.2273772725506173,6,0,2,4,0,42.45475454510124,15,24.091640907854323,0,57.63803636080988,0.0,0,1
9,1,8.249691784182763,33.76118512310345,1,6.174123415402302,2021,1.0,6,0,3,4,0,48.23881487689655,18,26.78760523833331,0,65.1293829229885,0.0,0,1
10,1,16.9,25.3,1,5.0,2015,-1.0,5,0,2,4,0,40.0,10,22.5,0,-1.0,-1.0,1,0
7,1,60.7666666666667,51.5,1,6.0,2007,-1.0,3,1,3,5,0,49.0,11,11.5,0,-1.0,-1.0,0,0
10,1,117.233333333333,32.0,1,6.0,2009,-1.0,4,0,1,4,0,44.0,13,37.3,0,-1.0,-1.0,0,0
12,1,57.1333333333333,26.1,1,6.0,2019,-1.0,6,3,2,4,0,40.0,20,27.7,0,-1.0,-1.0,0,0
5,1,20.0333333333333,23.0,1,5.0,2007,-1.0,3,0,2,3,0,49.0,24,22.5,0,-1.0,-1.0,0,0
6,0,17.9,24.8,1,7.0,2018,-1.0,6,3,1,3,0,47.0,23,31.3,0,-1.0,-1.0,1,0
5,1,87.4666666666667,33.0,1,5.0,2000,-1.0,2,0,3,4,0,50.0,17,31.3,0,-1.0,-1.0,0,0
10,0,10.5666666666667,33.2,1,6.0,2013,-1.0,4,0,3,4,0,45.0,24,35.3,0,-1.0,-1.0,0,0
2,1,43.7,21.5,1,5.0,2019,-1.0,6,3,2,4,0,44.0,18,20.8,0,-1.0,-1.0,0,0
6,0,53.9333333333333,24.0,1,5.0,2015,-1.0,5,3,2,4,0,40.0,18,27.7,0,-1.0,-1.0,0,0
3,0,8.790284397977107,38.01149682071093,1,4.783422725941614,2021,1.0,6,0,4,4,1,45.4839590815913,15,20.453476361506585,0,15.299463644350311,0.0,1,1
5,0,25.39129172179995,51.37401523878156,1,5.211386959812549,2002,2.0,3,1,3,5,0,49.78861304018745,25,31.3,0,22.26014564065608,0.0,0,1
5,1,110.7,32.0,1,5.0,2015,1.0,5,1,3,5,0,43.0,25,31.3,2,8.0,0.0,0,1
10,0,11.2,34.7,1,6.0,2014,-1.0,4,0,3,4,0,45.0,25,22.5,1,-1.0,-1.0,0,0
12,0,79.73827809947007,48.80213057282165,1,5.0,2006,1.0,3,0,2,4,0,47.07739133468608,20,29.63930440243494,0,19.53869566734304,0.0,0,1
12,1,21.1333333333333,29.0,1,5.0,2020,-1.0,6,3,4,4,1,45.0,20,20.8,0,-1.0,-1.0,1,0
1,0,60.0666666666667,27.0,1,5.0,2002,-1.0,3,3,2,4,0,45.0,14,35.3,0,-1.0,-1.0,0,0
2,1,9.73333333333333,21.0,1,4.0,2019,-1.0,6,3,2,4,0,40.0,22,19.2,0,-1.0,-1.0,0,0
2,1,85.8666666666667,21.0,1,5.0,2016,-1.0,5,3,2,4,0,40.0,18,20.8,2,-1.0,-1.0,0,0
12,0,10.776387689287404,35.823620762000374,1,4.274540254000126,2017,1.0,3,1,3,5,0,46.647241524000755,15,17.7,0,5.274540254000126,0.0,1,1
12,0,12.3333333333333,26.0,1,5.0,2019,-1.0,6,0,4,4,1,43.0,20,20.8,0,-1.0,-1.0,0,0
10,1,8.0,21.0,1,5.0,2005,-1.0,3,3,2,4,0,46.0,10,22.5,0,-1.0,-1.0,0,0
9,1,14.49354986058473,37.50387791325034,1,4.912961037412341,2015,1.0,4,1,3,5,0,50.738883112237026,15,17.7,0,6.348155850350635,0.0,0,1
10,1,69.9,35.5,1,7.0,2008,-1.0,3,1,2,5,0,45.0,10,31.3,0,-1.0,-1.0,0,0
7,0,29.51740650856712,39.55026583484974,1,5.0,2016,1.0,5,1,6,5,1,39.34554038111598,16,25.486414882059783,0,105.26698139742527,0.5575900635193305,1,1
5,0,88.70772961265888,42.11448734596017,1,5.0,2009,1.3967805897866277,3,1,3,4,0,48.380683538719765,20,29.12841012323186,0,15.825755281706979,0.0,0,1
2,1,15.2333333333333,27.1,1,5.0,2011,-1.0,4,0,3,4,0,36.0,21,33.3,2,-1.0,-1.0,0,0
11,0,8.36666666666667,15.0,0,4.0,2020,-1.0,6,2,1,4,0,40.0,12,24.2,0,-1.0,-1.0,1,0
5,1,57.1,44.5,1,7.0,2013,-1.0,4,1,6,4,1,48.0,17,27.7,2,-1.0,-1.0,0,0
10,1,58.6333333333333,38.0,1,9.0,2016,-1.0,5,0,2,4,0,48.0,18,27.7,2,-1.0,-1.0,0,0
2,0,22.8,25.0,1,4.0,2019,-1.0,6,3,4,4,1,42.0,15,27.7,1,-1.0,-1.0,1,0
10,0,10.5333333333333,35.0,1,6.0,2009,-1.0,4,0,3,4,0,47.0,17,41.7,0,-1.0,-1.0,0,0
5,1,6.787843342685341,28.635300280560283,1,5.658825070140071,2013,1.3411749298599296,4,1,3,4,0,41.34117492985993,9,22.49412535070035,0,15.294125350700352,0.0,0,1
13,1,86.1333333333333,41.0,1,5.0,2006,-1.0,3,1,3,5,0,48.0,14,27.7,0,-1.0,-1.0,0,0
5,0,17.23,35.0,1,5.0,1999,2.0,2,0,3,6,0,35.0,20,31.3,0,15.0,0.0,0,1
7,1,32.3666666666667,54.0,1,6.0,2003,-1.0,3,1,6,7,1,44.0,18,14.6,0,-1.0,-1.0,0,0
11,1,12.4,23.7,1,6.0,2016,-1.0,5,3,2,4,0,46.0,22,31.3,2,-1.0,-1.0,0,0
5,1,7.63333333333333,22.0,1,5.0,2005,-1.0,3,0,3,4,0,40.0,21,24.2,0,-1.0,-1.0,0,0
5,0,52.193541737882896,25.0,1,5.0,2010,1.0,4,0,2,3,0,49.79232243854682,20,31.193194396966938,0,35.97033177693526,0.0,0,1
2,1,6.03333333333333,21.0,1,6.0,2012,-1.0,4,0,3,4,0,46.0,20,49.5,1,-1.0,-1.0,1,0
10,0,39.3333333333333,39.3,1,6.0,2013,-1.0,4,1,3,4,0,42.0,18,44.3,0,-1.0,-1.0,0,0
7,0,10.013848460654621,36.7938022438241,1,5.0,2020,1.2061861645184264,6,1,4,5,1,37.23711698711056,18,35.3,0,92.17525534192629,0.20618616451842642,1,1
1,0,8.13333333333333,15.4,0,4.0,2017,-1.0,5,2,1,4,0,40.0,25,35.3,2,-1.0,-1.0,1,0
10,0,54.9333333333333,33.1,1,5.0,2015,-1.0,5,0,3,4,0,40.0,10,22.5,0,-1.0,-1.0,0,0
5,0,12.4666666666667,38.0,1,5.0,2002,-1.0,3,0,3,5,0,41.0,16,33.3,0,-1.0,-1.0,0,0
12,0,99.88259751346594,29.20113030369383,1,5.161847816448075,2011,2.0,4,1,3,5,0,45.48554344934423,36,30.71734786078693,0,13.560651961857662,0.0,0,1
10,0,79.6666666666667,28.9,1,5.0,2015,-1.0,5,0,2,4,0,42.0,21,27.7,2,-1.0,-1.0,0,0
5,0,101.766666666667,42.5,1,6.0,2007,-1.0,3,1,3,5,0,45.0,21,16.1,0,-1.0,-1.0,0,0
12,0,18.1333333333333,38.7,1,5.0,2021,-1.0,6,0,4,4,1,45.0,21,20.8,0,-1.0,-1.0,1,0
5,0,83.7,38.6,1,4.0,2019,-1.0,6,1,7,6,3,43.0,20,24.2,0,-1.0,-1.0,1,0
3,0,30.7333333333333,47.2,1,6.0,2018,-1.0,6,1,6,5,1,42.0,20,20.8,2,-1.0,-1.0,0,0
12,0,9.5,29.0,1,5.0,2012,-1.0,4,0,2,4,0,45.0,13,29.5,0,-1.0,-1.0,0,0
5,0,64.4,38.0,1,6.0,2007,-1.0,3,1,3,5,0,49.0,15,27.7,0,-1.0,-1.0,0,0
3,1,11.6666666666667,25.2,1,5.0,2020,-1.0,6,3,1,4,0,40.0,20,22.5,0,-1.0,-1.0,0,0
6,0,96.9333333333333,18.6,0,6.0,2020,-1.0,6,8,1,1,0,47.0,30,17.0,0,-1.0,-1.0,0,0
5,0,52.0666666666667,49.0,1,6.0,2004,-1.0,3,1,3,5,0,44.0,18,44.3,0,-1.0,-1.0,0,0
3,0,67.2666666666667,39.1,1,5.0,2014,-1.0,4,1,3,4,0,43.0,22,27.7,0,-1.0,-1.0,0,0
9,0,9.93333333333333,50.0,1,7.0,2008,-1.0,3,1,6,4,1,47.0,9,17.7,0,-1.0,-1.0,0,0
3,1,12.023312176328556,42.24859562617968,1,5.6126074143313405,1999,2.0,6,0,4,4,1,44.22521482866268,10,26.031460834906234,0,83.61260741433134,0.0,0,1
2,0,22.8,31.7,1,4.0,2021,-1.0,6,0,4,4,1,43.0,20,22.5,0,-1.0,-1.0,0,0
5,0,44.845091084769,38.3444975223172,1,5.5078606824040035,2012,1.0,4,1,3,4,0,46.76965170601001,15,27.228776157509188,0,18.98427863519199,0.0,0,1
12,0,13.590708965175684,39.37372042710142,1,5.374695339786053,2015,1.6253046602139478,4,1,3,4,1,43.87591398064184,16,32.452315417626004,0,28.248172038716312,0.6253046602139478,0,1
12,0,13.6333333333333,35.2,1,5.0,2021,-1.0,6,0,4,4,1,40.0,18,20.8,2,-1.0,-1.0,0,0
10,0,16.648787901461656,30.29184414807029,1,5.0,2009,2.0,4,3,3,4,0,45.14592207403515,15,31.883688296140583,0,1287.768573352603,0.0,0,1
11,1,39.3333333333333,25.0,1,5.0,2016,-1.0,5,3,2,3,0,40.0,25,39.5,1,-1.0,-1.0,1,0
1,0,9.9,36.0,1,5.0,2005,-1.0,3,0,3,5,0,43.0,14,39.5,0,-1.0,-1.0,0,0
7,0,11.473465248520942,58.464340618163284,1,4.299443510491887,2007,1.0,3,1,6,5,1,46.79666106295132,15,26.438998318885396,0,7.299443510491887,0.0,0,1
1,0,69.9333333333333,21.3,1,7.0,2017,-1.0,5,2,2,4,0,40.0,20,20.8,0,-1.0,-1.0,0,0
5,0,10.3333333333333,33.3,1,5.0,2012,-1.0,4,1,3,4,0,45.0,20,24.2,0,-1.0,-1.0,0,0
3,0,8.145618408499473,37.47298945359916,1,5.22080262978564,2016,1.2208026297856391,5,1,6,4,1,46.558394740428724,18,29.89744473361415,0,101.14234214471594,0.0,1,1
8,0,15.3,42.0,1,5.0,2007,-1.0,3,1,3,4,0,43.0,12,17.7,0,-1.0,-1.0,0,0
2,0,120.066666666667,23.2,1,5.0,2016,-1.0,5,3,2,4,0,46.0,25,31.3,2,-1.0,-1.0,0,0
10,1,7.787783329107462,24.276995736639993,1,5.0,2018,2.0,4,3,2,4,0,45.0,16,27.830239808263535,0,22.144710898070596,0.963822275482351,1,1
5,1,65.7333333333333,27.5,1,5.0,2016,-1.0,5,0,4,5,1,39.0,28,27.7,2,-1.0,-1.0,0,0
5,1,77.7,38.0,1,7.0,2012,-1.0,4,0,3,5,0,40.0,35,31.3,2,-1.0,-1.0,0,0
3,0,40.8,63.0,1,5.0,2007,-1.0,3,1,8,6,1,44.0,11,17.7,0,-1.0,-1.0,0,0
3,0,8.03333333333333,44.0,1,5.0,2014,-1.0,4,1,6,5,1,45.0,18,31.3,2,-1.0,-1.0,1,0
3,1,7.179587266272337,18.765815287789167,1,5.406461430876853,2016,1.4064614308768528,5,3,2,4,0,40.812922861753705,15,26.076860591716304,0,88.06461430876853,0.4064614308768528,0,1
3,0,54.9,53.5,1,6.0,2012,-1.0,4,1,6,4,1,45.0,27,31.3,0,-1.0,-1.0,0,0
9,0,17.8333333333333,41.4,1,4.0,2018,-1.0,6,1,7,5,2,45.0,20,20.8,0,-1.0,-1.0,1,0
10,0,10.03768139728816,31.408254702815046,1,5.0,2014,2.0,4,0,3,4,0,47.211719916580655,16,36.87656016683868,0,29.14114661105377,0.0,1,1
11,1,10.9,21.2,1,4.0,2019,-1.0,6,2,2,4,0,40.0,20,20.8,0,-1.0,-1.0,1,0
5,1,69.14282118315842,66.65560491267587,1,6.820747321690115,2000,1.0896263391549421,4,0,3,4,0,47.268879017464826,17,21.741076561126892,0,28.759341521126448,0.0,0,1
10,0,10.38891391014893,24.329788669399782,1,5.597723565255865,2012,1.5977235652558643,4,0,3,4,0,40.0,10,26.292032478395523,0,24.597723565255865,0.5977235652558643,1,1
1,0,107.966666666667,22.3,1,4.0,2020,-1.0,6,3,2,4,0,45.0,15,16.1,0,-1.0,-1.0,0,0
12,0,8.4,26.2,1,5.0,2006,-1.0,3,3,2,4,0,46.0,22,17.7,0,-1.0,-1.0,0,0
6,1,71.4333333333333,17.9,0,4.0,2020,-1.0,6,3,2,4,0,40.0,18,20.8,0,-1.0,-1.0,0,0
10,1,9.917150657576022,30.085753287880106,1,5.9428311414132615,2011,1.0571688585867383,4,0,3,4,0,45.11433771717348,22,31.643013151520428,0,20.514519727280643,0.0,1,1
3,1,7.935239537041175,33.07725506666071,1,5.801143722224704,2016,1.0,5,3,2,4,1,41.39199394442707,15,8.1094626166004,0,103.59656883332589,0.0,0,1
12,0,32.6666666666667,30.4,1,6.0,2019,-1.0,6,0,4,4,1,45.0,20,20.8,0,-1.0,-1.0,0,0
5,1,115.4,40.0,1,6.0,2009,-1.0,4,0,3,4,0,46.0,16,41.7,0,-1.0,-1.0,0,0
7,0,12.2333333333333,48.6,1,5.0,2014,-1.0,4,1,6,4,1,44.0,6,31.3,0,-1.0,-1.0,0,0
10,1,7.518526008119731,24.48558362279419,1,5.0,2012,1.9592458939075272,5,0,3,4,0,45.203770530462364,14,27.557360628676346,0,21.71472125735269,0.9592458939075272,0,1
3,0,29.073400687745167,47.247508643309125,1,6.099069396684364,2015,1.5495346983421818,5,1,6,5,0,42.54953469834218,20,24.184509440437743,0,134.23371444197636,0.4504653016578183,1,1
3,0,8.838367649628854,35.815102948886555,1,5.0,2021,1.6616323503711468,6,0,4,4,1,44.66163235037115,30,20.8,0,18.03020589777312,0.0,1,1
10,0,8.43333333333333,30.0,1,6.0,2006,-1.0,3,0,2,4,0,46.0,10,31.3,0,-1.0,-1.0,0,0
3,1,9.83333333333333,23.6,1,4.0,2014,-1.0,4,0,3,4,0,39.0,8,24.2,1,-1.0,-1.0,1,0
7,0,9.784901989702025,38.124183247516875,1,5.0,2004,1.575163350496625,6,1,4,4,1,40.02614345347637,0,25.1771250312594,0,87.24836649503375,0.0,1,1
11,0,8.423785015887747,38.74355871682222,1,5.383954740186894,2015,1.191977370093447,5,1,3,5,0,46.23209051962621,18,29.5,0,114.44700428411167,0.0,1,1
10,1,13.774218290504258,32.505573163375516,1,5.444494752501478,2012,2.0,5,0,3,4,0,45.05573163375517,12,31.3,0,15.0,0.0,0,1
2,1,106.066666666667,24.3,1,7.0,2019,-1.0,6,2,1,4,0,40.0,20,17.7,0,-1.0,-1.0,0,0
2,1,6.571038426903988,23.996392494718453,1,5.0,2013,1.4452461122847882,3,0,3,4,0,46.992784989436906,20,36.40950777543042,0,6.233445571987034,0.44524611228478816,0,1
